symbol,timestamp,strategy,close,volume,bar_index,date,breakout,direction,color,current_bar,window_size,entry_idx,entry_ts,left_idx,left_ts,channel_age,channel_offset,channel_direction,channel_slope,percent_growth_per_bar,bars_inside,min_bars_inside_req,height_pct,max_height_pct_req,atr_ok,close_price,volume_usd,volume_ratio,bar_range,close_off_low,momentum_score,high_volume,spread_breakout,momentum_breakout,extreme_volume,extreme_spread,is_engulfing_reversal
MUSDT,2025-08-29,hbs_breakout,0.5466,148179870.0,53,2025-08-29 00:00:00,True,Up,#3ACF3F,True,7,49,2025-08-25,43,2025-08-19,10,0.052831445483998665,Horizontal,0.0,0.0,7,7,54.33123064562364,35.0,True,0.5466,80995116.942,2.288044380132364,0.15140000000000003,90.29062087186259,0.9895670495719883,True,True,True,False,True,False
