symbol,timestamp,strategy,close,volume,bar_index,date,breakout,direction,color,current_bar,window_size,entry_idx,entry_ts,left_idx,left_ts,channel_age,channel_offset,channel_direction,channel_slope,percent_growth_per_bar,bars_inside,min_bars_inside_req,height_pct,max_height_pct_req,atr_ok,close_price,volume_usd,volume_ratio,bar_range,close_off_low,momentum_score,high_volume,spread_breakout,momentum_breakout,extreme_volume,extreme_spread,is_engulfing_reversal
M_USDT,2025-08-29,hbs_breakout,0.54703,1961421.33,57,2025-08-29 00:00:00,True,Up,#3ACF3F,True,7,53,2025-08-25,49,2025-08-21,8,0.05083111149412629,Downwards,-0.007084794516090549,-0.7059756523992933,7,7,54.359274991972036,35.0,True,0.54703,1072956.3101499001,1.6236529985156603,0.13895000000000002,88.54983807124867,0.8701829664016452,True,True,True,False,True,False
